学科代码,学科名称,评估结果,院校,评估轮次,公布年份
1202,工商管理,B+,山西财经大学,第四轮,2017
1202,工商管理,B+,暨南大学,第四轮,2017
1202,工商管理,B+,江西财经大学,第四轮,2017
1202,工商管理,B+,河海大学,第四轮,2017
1202,工商管理,B+,浙江工业大学,第四轮,2017
1202,工商管理,B+,浙江工商大学,第四轮,2017
1202,工商管理,B+,电子科技大学,第四轮,2017
1202,工商管理,B+,福州大学,第四轮,2017
1202,工商管理,B+,西南交通大学,第四轮,2017
1202,工商管理,B+,辽宁大学,第四轮,2017
1202,工商管理,B+,重庆大学,第四轮,2017
1202,工商管理,B+,首都经济贸易大学,第四轮,2017
1203,农林经济管理,A+,南京农业大学,第四轮,2017
1203,农林经济管理,A+,浙江大学,第四轮,2017
1203,农林经济管理,A-,华中农业大学,第四轮,2017
1203,农林经济管理,B+,中国人民大学,第四轮,2017
1203,农林经济管理,B+,中国农业大学,第四轮,2017
1203,农林经济管理,B+,华南农业大学,第四轮,2017
1203,农林经济管理,B+,西北农林科技大学,第四轮,2017
1204,公共管理,A+,中国人民大学,第四轮,2017
1204,公共管理,A+,清华大学,第四轮,2017
1204,公共管理,A,中山大学,第四轮,2017
1204,公共管理,A,北京大学,第四轮,2017
1204,公共管理,A,南京农业大学,第四轮,2017
1204,公共管理,A,武汉大学,第四轮,2017
1204,公共管理,A,浙江大学,第四轮,2017
1204,公共管理,A-,上海交通大学,第四轮,2017
1204,公共管理,A-,北京师范大学,第四轮,2017
1204,公共管理,A-,北京航空航天大学,第四轮,2017
1204,公共管理,A-,华中科技大学,第四轮,2017
1204,公共管理,A-,四川大学,第四轮,2017
1204,公共管理,A-,复旦大学,第四轮,2017
1204,公共管理,A-,西安交通大学,第四轮,2017
1204,公共管理,B+,东北大学,第四轮,2017
1204,公共管理,B+,中南财经政法大学,第四轮,2017
1204,公共管理,B+,中国农业大学,第四轮,2017
1204,公共管理,B+,中国地质大学,第四轮,2017
1204,公共管理,B+,兰州大学,第四轮,2017
1204,公共管理,B+,华东师范大学,第四轮,2017
1204,公共管理,B+,华中农业大学,第四轮,2017
1204,公共管理,B+,南京大学,第四轮,2017
1204,公共管理,B+,南开大学,第四轮,2017
1204,公共管理,B+,厦门大学,第四轮,2017
1204,公共管理,B+,吉林大学,第四轮,2017
1204,公共管理,B+,同济大学,第四轮,2017
1204,公共管理,B+,天津大学,第四轮,2017
1204,公共管理,B+,郑州大学,第四轮,2017
1205,图书情报与档案管理,A+,南京大学,第四轮,2017
1205,图书情报与档案管理,A+,武汉大学,第四轮,2017
1205,图书情报与档案管理,A-,中国人民大学,第四轮,2017
1205,图书情报与档案管理,B+,中国科学院大学,第四轮,2017
1205,图书情报与档案管理,B+,中山大学,第四轮,2017
1205,图书情报与档案管理,B+,北京大学,第四轮,2017
1205,图书情报与档案管理,B+,华中师范大学,第四轮,2017
1205,图书情报与档案管理,B+,南开大学,第四轮,2017
1301,艺术学理论,A+,东南大学,第四轮,2017
1301,艺术学理论,A+,北京大学,第四轮,2017
1301,艺术学理论,A-,中国传媒大学,第四轮,2017
1301,艺术学理论,A-,中国美术学院,第四轮,2017
1301,艺术学理论,A-,清华大学,第四轮,2017
1301,艺术学理论,B+,上海音乐学院,第四轮,2017
1301,艺术学理论,B+,中央戏剧学院,第四轮,2017
1301,艺术学理论,B+,中央美术学院,第四轮,2017
1301,艺术学理论,B+,北京师范大学,第四轮,2017
1301,艺术学理论,B+,南京艺术学院,第四轮,2017
1302,音乐与舞蹈学,A+,上海音乐学院,第四轮,2017
1302,音乐与舞蹈学,A+,中央音乐学院,第四轮,2017
1302,音乐与舞蹈学,A,中国音乐学院,第四轮,2017
1302,音乐与舞蹈学,A-,北京舞蹈学院,第四轮,2017
1302,音乐与舞蹈学,A-,南京艺术学院,第四轮,2017
1302,音乐与舞蹈学,A-,福建师范大学,第四轮,2017
1302,音乐与舞蹈学,B+,东北师范大学,第四轮,2017
1302,音乐与舞蹈学,B+,四川音乐学院,第四轮,2017
1302,音乐与舞蹈学,B+,天津音乐学院,第四轮,2017
1302,音乐与舞蹈学,B+,星海音乐学院,第四轮,2017
1302,音乐与舞蹈学,B+,沈阳音乐学院,第四轮,2017
1302,音乐与舞蹈学,B+,西安音乐学院,第四轮,2017
1302,音乐与舞蹈学,B+,首都师范大学,第四轮,2017
1303,戏剧与影视学,A+,中国传媒大学,第四轮,2017
1303,戏剧与影视学,A+,北京师范大学,第四轮,2017
1303,戏剧与影视学,A-,上海戏剧学院,第四轮,2017
1303,戏剧与影视学,A-,中央戏剧学院,第四轮,2017
1303,戏剧与影视学,A-,北京电影学院,第四轮,2017
1303,戏剧与影视学,B+,上海大学,第四轮,2017
1303,戏剧与影视学,B+,中国戏曲学院,第四轮,2017
1303,戏剧与影视学,B+,中国美术学院,第四轮,2017
1303,戏剧与影视学,B+,南京艺术学院,第四轮,2017
1303,戏剧与影视学,B+,厦门大学,第四轮,2017
1304,美术学,A+,中国美术学院,第四轮,2017
1304,美术学,A+,中央美术学院,第四轮,2017
1304,美术学,A,南京艺术学院,第四轮,2017
1304,美术学,A,西安美术学院,第四轮,2017
1304,美术学,A-,上海大学,第四轮,2017
1304,美术学,A-,南京师范大学,第四轮,2017
1304,美术学,A-,四川美术学院,第四轮,2017
1304,美术学,A-,清华大学,第四轮,2017
1304,美术学,A-,首都师范大学,第四轮,2017
1304,美术学,B+,东北师范大学,第四轮,2017
1304,美术学,B+,北京电影学院,第四轮,2017
1304,美术学,B+,四川大学,第四轮,2017
1304,美术学,B+,天津美术学院,第四轮,2017
1304,美术学,B+,广州美术学院,第四轮,2017
1304,美术学,B+,广西艺术学院,第四轮,2017
1304,美术学,B+,景德镇陶瓷大学,第四轮,2017
1304,美术学,B+,湖北美术学院,第四轮,2017
1304,美术学,B+,鲁迅美术学院,第四轮,2017
1305,设计学,A+,中国美术学院,第四轮,2017
1305,设计学,A+,清华大学,第四轮,2017
1305,设计学,A,中央美术学院,第四轮,2017
1305,设计学,A,同济大学,第四轮,2017
1305,设计学,A-,南京艺术学院,第四轮,2017
1305,设计学,A-,江南大学,第四轮,2017
1305,设计学,A-,浙江大学,第四轮,2017
1305,设计学,A-,湖南大学,第四轮,2017
1305,设计学,A-,苏州大学,第四轮,2017
1305,设计学,B+,上海交通大学,第四轮,2017
1305,设计学,B+,东华大学,第四轮,2017
1305,设计学,B+,中国传媒大学,第四轮,2017
1305,设计学,B+,北京服装学院,第四轮,2017
1305,设计学,B+,四川美术学院,第四轮,2017
1305,设计学,B+,广州美术学院,第四轮,2017
1305,设计学,B+,景德镇陶瓷大学,第四轮,2017
1305,设计学,B+,武汉理工大学,第四轮,2017
1305,设计学,B+,西安美术学院,第四轮,2017
