学科代码,学科名称,评估结果,院校,评估轮次,公布年份
0101,哲学,A+,北京大学,第四轮,2017
0101,哲学,A+,复旦大学,第四轮,2017
0101,哲学,A,中国人民大学,第四轮,2017
0101,哲学,A,南京大学,第四轮,2017
0101,哲学,A-,中山大学,第四轮,2017
0101,哲学,A-,北京师范大学,第四轮,2017
0101,哲学,A-,吉林大学,第四轮,2017
0101,哲学,A-,武汉大学,第四轮,2017
0101,哲学,B+,东南大学,第四轮,2017
0101,哲学,B+,华东师范大学,第四轮,2017
0101,哲学,B+,华中科技大学,第四轮,2017
0101,哲学,B+,南开大学,第四轮,2017
0101,哲学,B+,山东大学,第四轮,2017
0101,哲学,B+,浙江大学,第四轮,2017
0101,哲学,B+,清华大学,第四轮,2017
0101,哲学,B+,黑龙江大学,第四轮,2017
0201,理论经济学,A+,中国人民大学,第四轮,2017
0201,理论经济学,A+,复旦大学,第四轮,2017
0201,理论经济学,A,北京大学,第四轮,2017
0201,理论经济学,A,南开大学,第四轮,2017
0201,理论经济学,A-,北京师范大学,第四轮,2017
0201,理论经济学,A-,南京大学,第四轮,2017
0201,理论经济学,A-,武汉大学,第四轮,2017
0201,理论经济学,A-,浙江大学,第四轮,2017
0201,理论经济学,A-,西北大学,第四轮,2017
0201,理论经济学,B+,上海财经大学,第四轮,2017
0201,理论经济学,B+,中央财经大学,第四轮,2017
0201,理论经济学,B+,中山大学,第四轮,2017
0201,理论经济学,B+,华中科技大学,第四轮,2017
0201,理论经济学,B+,厦门大学,第四轮,2017
0201,理论经济学,B+,吉林大学,第四轮,2017
0201,理论经济学,B+,山东大学,第四轮,2017
0201,理论经济学,B+,清华大学,第四轮,2017
0201,理论经济学,B+,西南财经大学,第四轮,2017
0202,应用经济学,A+,中国人民大学,第四轮,2017
0202,应用经济学,A+,中央财经大学,第四轮,2017
0202,应用经济学,A+,北京大学,第四轮,2017
0202,应用经济学,A,上海财经大学,第四轮,2017
0202,应用经济学,A,东北财经大学,第四轮,2017
0202,应用经济学,A,厦门大学,第四轮,2017
0202,应用经济学,A,对外经济贸易大学,第四轮,2017
0202,应用经济学,A-,中南财经政法大学,第四轮,2017
0202,应用经济学,A-,南开大学,第四轮,2017
0202,应用经济学,A-,复旦大学,第四轮,2017
0202,应用经济学,A-,山东大学,第四轮,2017
0202,应用经济学,A-,江西财经大学,第四轮,2017
0202,应用经济学,A-,清华大学,第四轮,2017
0202,应用经济学,A-,西南财经大学,第四轮,2017
0202,应用经济学,A-,西安交通大学,第四轮,2017
0202,应用经济学,B+,东南大学,第四轮,2017
0202,应用经济学,B+,中山大学,第四轮,2017
0202,应用经济学,B+,北京交通大学,第四轮,2017
0202,应用经济学,B+,华中科技大学,第四轮,2017
0202,应用经济学,B+,南京大学,第四轮,2017
0202,应用经济学,B+,吉林大学,第四轮,2017
0202,应用经济学,B+,天津财经大学,第四轮,2017
0202,应用经济学,B+,山东财经大学,第四轮,2017
0202,应用经济学,B+,暨南大学,第四轮,2017
0202,应用经济学,B+,武汉大学,第四轮,2017
0202,应用经济学,B+,浙江大学,第四轮,2017
0202,应用经济学,B+,浙江工商大学,第四轮,2017
0202,应用经济学,B+,浙江财经大学,第四轮,2017
0202,应用经济学,B+,湖南大学,第四轮,2017
0202,应用经济学,B+,辽宁大学,第四轮,2017
0202,应用经济学,B+,首都经济贸易大学,第四轮,2017
0301,法学,A+,中国人民大学,第四轮,2017
0301,法学,A+,中国政法大学,第四轮,2017
0301,法学,A,北京大学,第四轮,2017
0301,法学,A,华东政法大学,第四轮,2017
0301,法学,A,武汉大学,第四轮,2017
0301,法学,A,清华大学,第四轮,2017
0301,法学,A,西南政法大学,第四轮,2017
0301,法学,A-,上海交通大学,第四轮,2017
0301,法学,A-,中南财经政法大学,第四轮,2017
0301,法学,A-,南京大学,第四轮,2017
0301,法学,A-,厦门大学,第四轮,2017
0301,法学,A-,吉林大学,第四轮,2017
0301,法学,A-,对外经济贸易大学,第四轮,2017
0301,法学,A-,浙江大学,第四轮,2017
0301,法学,B+,中南大学,第四轮,2017
0301,法学,B+,中山大学,第四轮,2017
0301,法学,B+,北京师范大学,第四轮,2017
0301,法学,B+,北京航空航天大学,第四轮,2017
0301,法学,B+,南京师范大学,第四轮,2017
0301,法学,B+,南开大学,第四轮,2017
0301,法学,B+,四川大学,第四轮,2017
0301,法学,B+,复旦大学,第四轮,2017
0301,法学,B+,山东大学,第四轮,2017
0301,法学,B+,湘潭大学,第四轮,2017
0301,法学,B+,苏州大学,第四轮,2017
0301,法学,B+,西北政法大学,第四轮,2017
0301,法学,B+,辽宁大学,第四轮,2017
0301,法学,B+,重庆大学,第四轮,2017
0302,政治学,A+,北京大学,第四轮,2017
0302,政治学,A+,复旦大学,第四轮,2017
0302,政治学,A,中国人民大学,第四轮,2017
0302,政治学,A-,华中师范大学,第四轮,2017
0302,政治学,A-,南开大学,第四轮,2017
0302,政治学,A-,吉林大学,第四轮,2017
0302,政治学,A-,清华大学,第四轮,2017
0302,政治学,B+,上海外国语大学,第四轮,2017
0302,政治学,B+,中国政法大学,第四轮,2017
0302,政治学,B+,云南大学,第四轮,2017
0302,政治学,B+,华东师范大学,第四轮,2017
0302,政治学,B+,南京大学,第四轮,2017
0302,政治学,B+,厦门大学,第四轮,2017
0302,政治学,B+,天津师范大学,第四轮,2017
0302,政治学,B+,山东大学,第四轮,2017
0303,社会学,A+,中国人民大学,第四轮,2017
0303,社会学,A+,北京大学,第四轮,2017
0303,社会学,A,南京大学,第四轮,2017
0303,社会学,A-,上海大学,第四轮,2017
0303,社会学,A-,复旦大学,第四轮,2017
0303,社会学,A-,清华大学,第四轮,2017
0303,社会学,B+,中央民族大学,第四轮,2017
0303,社会学,B+,中山大学,第四轮,2017
0303,社会学,B+,华东师范大学,第四轮,2017
0303,社会学,B+,华东理工大学,第四轮,2017
0303,社会学,B+,华中科技大学,第四轮,2017
0303,社会学,B+,南开大学,第四轮,2017
0303,社会学,B+,吉林大学,第四轮,2017
0304,民族学,A+,中央民族大学,第四轮,2017
0304,民族学,A+,云南大学,第四轮,2017
0304,民族学,A-,中南民族大学,第四轮,2017
0304,民族学,B+,中山大学,第四轮,2017
0304,民族学,B+,兰州大学,第四轮,2017
0304,民族学,B+,西南民族大学,第四轮,2017
0305,马克思主义理论,A+,东北师范大学,第四轮,2017
0305,马克思主义理论,A+,中国人民大学,第四轮,2017
0305,马克思主义理论,A+,武汉大学,第四轮,2017
0305,马克思主义理论,A+,清华大学,第四轮,2017
0305,马克思主义理论,A,中山大学,第四轮,2017
0305,马克思主义理论,A,北京大学,第四轮,2017
0305,马克思主义理论,A,华中师范大学,第四轮,2017
0305,马克思主义理论,A,南京师范大学,第四轮,2017
0305,马克思主义理论,A,吉林大学,第四轮,2017
0305,马克思主义理论,A,复旦大学,第四轮,2017
0305,马克思主义理论,A,山东大学,第四轮,2017
0305,马克思主义理论,A-,中南大学,第四轮,2017
0305,马克思主义理论,A-,北京师范大学,第四轮,2017
0305,马克思主义理论,A-,华东师范大学,第四轮,2017
0305,马克思主义理论,A-,华南师范大学,第四轮,2017
0305,马克思主义理论,A-,南开大学,第四轮,2017
0305,马克思主义理论,A-,四川大学,第四轮,2017
0305,马克思主义理论,A-,江西师范大学,第四轮,2017
0305,马克思主义理论,A-,浙江大学,第四轮,2017
0305,马克思主义理论,A-,福建师范大学,第四轮,2017
0305,马克思主义理论,A-,西南大学,第四轮,2017
0305,马克思主义理论,A-,西安交通大学,第四轮,2017
0305,马克思主义理论,A-,首都师范大学,第四轮,2017
0305,马克思主义理论,B+,上海大学,第四轮,2017
0305,马克思主义理论,B+,上海财经大学,第四轮,2017
0305,马克思主义理论,B+,中央财经大学,第四轮,2017
0305,马克思主义理论,B+,兰州大学,第四轮,2017
0305,马克思主义理论,B+,北京交通大学,第四轮,2017
0305,马克思主义理论,B+,华中科技大学,第四轮,2017
0305,马克思主义理论,B+,南京大学,第四轮,2017
0305,马克思主义理论,B+,南京政治学院,第四轮,2017
0305,马克思主义理论,B+,合肥工业大学,第四轮,2017
0305,马克思主义理论,B+,同济大学,第四轮,2017
0305,马克思主义理论,B+,哈尔滨师范大学,第四轮,2017
0305,马克思主义理论,B+,天津师范大学,第四轮,2017
0305,马克思主义理论,B+,山东师范大学,第四轮,2017
0305,马克思主义理论,B+,广西师范大学,第四轮,2017
0305,马克思主义理论,B+,武汉理工大学,第四轮,2017
0305,马克思主义理论,B+,河海大学,第四轮,2017
0305,马克思主义理论,B+,湖南大学,第四轮,2017
0305,马克思主义理论,B+,湘潭大学,第四轮,2017
0305,马克思主义理论,B+,苏州大学,第四轮,2017
0305,马克思主义理论,B+,西南交通大学,第四轮,2017
0305,马克思主义理论,B+,辽宁大学,第四轮,2017
0305,马克思主义理论,B+,郑州大学,第四轮,2017
0305,马克思主义理论,B+,陕西师范大学,第四轮,2017
0401,教育学,A+,北京师范大学,第四轮,2017
0401,教育学,A+,华东师范大学,第四轮,2017
0401,教育学,A,东北师范大学,第四轮,2017
0401,教育学,A,华中师范大学,第四轮,2017
0401,教育学,A,南京师范大学,第四轮,2017
0401,教育学,A-,北京大学,第四轮,2017
0401,教育学,A-,华南师范大学,第四轮,2017
0401,教育学,A-,浙江大学,第四轮,2017
0401,教育学,A-,西南大学,第四轮,2017
0401,教育学,A-,首都师范大学,第四轮,2017
0401,教育学,B+,上海师范大学,第四轮,2017
0401,教育学,B+,华中科技大学,第四轮,2017
0401,教育学,B+,厦门大学,第四轮,2017
0401,教育学,B+,山东师范大学,第四轮,2017
0401,教育学,B+,河南大学,第四轮,2017
0401,教育学,B+,浙江师范大学,第四轮,2017
0401,教育学,B+,清华大学,第四轮,2017
0401,教育学,B+,湖南师范大学,第四轮,2017
0401,教育学,B+,西北师范大学,第四轮,2017
0401,教育学,B+,陕西师范大学,第四轮,2017
0402,心理学,A+,北京大学,第四轮,2017
0402,心理学,A+,北京师范大学,第四轮,2017
0402,心理学,A+,华南师范大学,第四轮,2017
0402,心理学,A-,华东师范大学,第四轮,2017
0402,心理学,A-,西南大学,第四轮,2017
0402,心理学,B+,华中师范大学,第四轮,2017
0402,心理学,B+,南京师范大学,第四轮,2017
0402,心理学,B+,天津师范大学,第四轮,2017
0402,心理学,B+,浙江大学,第四轮,2017
0402,心理学,B+,陕西师范大学,第四轮,2017
0403,体育学,A+,上海体育学院,第四轮,2017
0403,体育学,A+,北京体育大学,第四轮,2017
0403,体育学,A,华东师范大学,第四轮,2017
0403,体育学,A-,华南师范大学,第四轮,2017
0403,体育学,A-,天津体育学院,第四轮,2017
0403,体育学,A-,成都体育学院,第四轮,2017
0403,体育学,A-,武汉体育学院,第四轮,2017
0403,体育学,A-,福建师范大学,第四轮,2017
0403,体育学,B+,北京师范大学,第四轮,2017
0403,体育学,B+,华中师范大学,第四轮,2017
0403,体育学,B+,沈阳体育学院,第四轮,2017
0403,体育学,B+,浙江大学,第四轮,2017
0403,体育学,B+,清华大学,第四轮,2017
0403,体育学,B+,苏州大学,第四轮,2017
0403,体育学,B+,首都体育学院,第四轮,2017
0501,中国语言文学,A+,北京大学,第四轮,2017
0501,中国语言文学,A+,北京师范大学,第四轮,2017
0501,中国语言文学,A,华东师范大学,第四轮,2017
0501,中国语言文学,A,南京大学,第四轮,2017
0501,中国语言文学,A,四川大学,第四轮,2017
0501,中国语言文学,A,复旦大学,第四轮,2017
0501,中国语言文学,A,山东大学,第四轮,2017
0501,中国语言文学,A,浙江大学,第四轮,2017
0501,中国语言文学,A-,中国人民大学,第四轮,2017
0501,中国语言文学,A-,中山大学,第四轮,2017
0501,中国语言文学,A-,南京师范大学,第四轮,2017
0501,中国语言文学,A-,南开大学,第四轮,2017
0501,中国语言文学,A-,武汉大学,第四轮,2017
0501,中国语言文学,A-,首都师范大学,第四轮,2017
0501,中国语言文学,B+,上海师范大学,第四轮,2017
0501,中国语言文学,B+,东北师范大学,第四轮,2017
0501,中国语言文学,B+,中央民族大学,第四轮,2017
0501,中国语言文学,B+,北京语言大学,第四轮,2017
0501,中国语言文学,B+,华中师范大学,第四轮,2017
0501,中国语言文学,B+,吉林大学,第四轮,2017
0501,中国语言文学,B+,山东师范大学,第四轮,2017
0501,中国语言文学,B+,暨南大学,第四轮,2017
0501,中国语言文学,B+,河南大学,第四轮,2017
0501,中国语言文学,B+,浙江师范大学,第四轮,2017
0501,中国语言文学,B+,清华大学,第四轮,2017
0501,中国语言文学,B+,福建师范大学,第四轮,2017
0501,中国语言文学,B+,苏州大学,第四轮,2017
0501,中国语言文学,B+,西南大学,第四轮,2017
0501,中国语言文学,B+,陕西师范大学,第四轮,2017
0502,外国语言文学,A+,上海外国语大学,第四轮,2017
0502,外国语言文学,A+,北京外国语大学,第四轮,2017
0502,外国语言文学,A+,北京大学,第四轮,2017
0502,外国语言文学,A,上海交通大学,第四轮,2017
0502,外国语言文学,A,南京大学,第四轮,2017
0502,外国语言文学,A,广东外语外贸大学,第四轮,2017
0502,外国语言文学,A,浙江大学,第四轮,2017
0502,外国语言文学,A,黑龙江大学,第四轮,2017
0502,外国语言文学,A-,北京师范大学,第四轮,2017
0502,外国语言文学,A-,北京航空航天大学,第四轮,2017
0502,外国语言文学,A-,华东师范大学,第四轮,2017
0502,外国语言文学,A-,南京师范大学,第四轮,2017
0502,外国语言文学,A-,复旦大学,第四轮,2017
0502,外国语言文学,A-,对外经济贸易大学,第四轮,2017
0502,外国语言文学,A-,山东大学,第四轮,2017
0502,外国语言文学,A-,清华大学,第四轮,2017
0502,外国语言文学,B+,东北师范大学,第四轮,2017
0502,外国语言文学,B+,中国人民大学,第四轮,2017
0502,外国语言文学,B+,中山大学,第四轮,2017
0502,外国语言文学,B+,北京语言大学,第四轮,2017
0502,外国语言文学,B+,南开大学,第四轮,2017
0502,外国语言文学,B+,厦门大学,第四轮,2017
0502,外国语言文学,B+,同济大学,第四轮,2017
0502,外国语言文学,B+,四川外国语大学,第四轮,2017
0502,外国语言文学,B+,四川大学,第四轮,2017
0502,外国语言文学,B+,延边大学,第四轮,2017
0502,外国语言文学,B+,武汉大学,第四轮,2017
0502,外国语言文学,B+,湖南大学,第四轮,2017
0502,外国语言文学,B+,湖南师范大学,第四轮,2017
0502,外国语言文学,B+,苏州大学,第四轮,2017
0502,外国语言文学,B+,西南大学,第四轮,2017
0502,外国语言文学,B+,西安外国语大学,第四轮,2017
0503,新闻传播学,A+,中国人民大学,第四轮,2017
0503,新闻传播学,A+,中国传媒大学,第四轮,2017
0503,新闻传播学,A,华中科技大学,第四轮,2017
0503,新闻传播学,A,复旦大学,第四轮,2017
0503,新闻传播学,A-,上海交通大学,第四轮,2017
0503,新闻传播学,A-,暨南大学,第四轮,2017
0503,新闻传播学,A-,武汉大学,第四轮,2017
0503,新闻传播学,A-,清华大学,第四轮,2017
0503,新闻传播学,B+,上海大学,第四轮,2017
0503,新闻传播学,B+,北京大学,第四轮,2017
0503,新闻传播学,B+,华东师范大学,第四轮,2017
0503,新闻传播学,B+,南京大学,第四轮,2017
0503,新闻传播学,B+,南京师范大学,第四轮,2017
0503,新闻传播学,B+,厦门大学,第四轮,2017
0503,新闻传播学,B+,四川大学,第四轮,2017
0503,新闻传播学,B+,浙江大学,第四轮,2017
0601,考古学,A+,北京大学,第四轮,2017
0601,考古学,A+,西北大学,第四轮,2017
0601,考古学,A-,吉林大学,第四轮,2017
0601,考古学,B+,南京大学,第四轮,2017
0601,考古学,B+,四川大学,第四轮,2017
0601,考古学,B+,山东大学,第四轮,2017
0601,考古学,B+,郑州大学,第四轮,2017
0602,中国史,A+,北京师范大学,第四轮,2017
0602,中国史,A+,复旦大学,第四轮,2017
0602,中国史,A,北京大学,第四轮,2017
0602,中国史,A,南京大学,第四轮,2017
0602,中国史,A-,中国人民大学,第四轮,2017
0602,中国史,A-,中山大学,第四轮,2017
0602,中国史,A-,华中师范大学,第四轮,2017
0602,中国史,A-,南开大学,第四轮,2017
0602,中国史,B+,华东师范大学,第四轮,2017
0602,中国史,B+,厦门大学,第四轮,2017
0602,中国史,B+,四川大学,第四轮,2017
0602,中国史,B+,山东大学,第四轮,2017
0602,中国史,B+,武汉大学,第四轮,2017
0602,中国史,B+,清华大学,第四轮,2017
0602,中国史,B+,陕西师范大学,第四轮,2017
0602,中国史,B+,首都师范大学,第四轮,2017
0603,世界史,A+,北京大学,第四轮,2017
0603,世界史,A+,华东师范大学,第四轮,2017
0603,世界史,A-,东北师范大学,第四轮,2017
0603,世界史,A-,南开大学,第四轮,2017
0603,世界史,A-,首都师范大学,第四轮,2017
0603,世界史,B+,北京师范大学,第四轮,2017
0603,世界史,B+,南京大学,第四轮,2017
0603,世界史,B+,复旦大学,第四轮,2017
0603,世界史,B+,天津师范大学,第四轮,2017
0603,世界史,B+,武汉大学,第四轮,2017
0603,世界史,B+,西北大学,第四轮,2017
0701,数学,A+,中国科学院大学,第四轮,2017
0701,数学,A+,北京大学,第四轮,2017
0701,数学,A+,复旦大学,第四轮,2017
0701,数学,A+,山东大学,第四轮,2017
0701,数学,A,上海交通大学,第四轮,2017
0701,数学,A,中国科学技术大学,第四轮,2017
0701,数学,A,北京师范大学,第四轮,2017
0701,数学,A,南开大学,第四轮,2017
0701,数学,A,清华大学,第四轮,2017
0701,数学,A,西安交通大学,第四轮,2017
0701,数学,A-,中山大学,第四轮,2017
0701,数学,A-,华东师范大学,第四轮,2017
0701,数学,A-,南京大学,第四轮,2017
0701,数学,A-,吉林大学,第四轮,2017
0701,数学,A-,同济大学,第四轮,2017
0701,数学,A-,哈尔滨工业大学,第四轮,2017
0701,数学,A-,四川大学,第四轮,2017
0701,数学,A-,武汉大学,第四轮,2017
0701,数学,A-,浙江大学,第四轮,2017
0701,数学,B+,上海大学,第四轮,2017
0701,数学,B+,东北师范大学,第四轮,2017
0701,数学,B+,中南大学,第四轮,2017
0701,数学,B+,兰州大学,第四轮,2017
0701,数学,B+,华中师范大学,第四轮,2017
0701,数学,B+,华中科技大学,第四轮,2017
0701,数学,B+,华南师范大学,第四轮,2017
0701,数学,B+,华南理工大学,第四轮,2017
0701,数学,B+,南京师范大学,第四轮,2017
0701,数学,B+,厦门大学,第四轮,2017
0701,数学,B+,国防科技大学,第四轮,2017
0701,数学,B+,大连理工大学,第四轮,2017
0701,数学,B+,浙江师范大学,第四轮,2017
0701,数学,B+,湖南大学,第四轮,2017
0701,数学,B+,湖南师范大学,第四轮,2017
0701,数学,B+,湘潭大学,第四轮,2017
0701,数学,B+,苏州大学,第四轮,2017
0701,数学,B+,重庆大学,第四轮,2017
0701,数学,B+,陕西师范大学,第四轮,2017
0701,数学,B+,首都师范大学,第四轮,2017
0702,物理学,A+,中国科学技术大学,第四轮,2017
0702,物理学,A+,中国科学院大学,第四轮,2017
0702,物理学,A+,北京大学,第四轮,2017
0702,物理学,A,上海交通大学,第四轮,2017
0702,物理学,A,南京大学,第四轮,2017
0702,物理学,A,复旦大学,第四轮,2017
0702,物理学,A,清华大学,第四轮,2017
0702,物理学,A-,中山大学,第四轮,2017
0702,物理学,A-,华中科技大学,第四轮,2017
0702,物理学,A-,南开大学,第四轮,2017
0702,物理学,A-,吉林大学,第四轮,2017
0702,物理学,A-,武汉大学,第四轮,2017
0702,物理学,A-,浙江大学,第四轮,2017
0702,物理学,B+,东北师范大学,第四轮,2017
0702,物理学,B+,兰州大学,第四轮,2017
0702,物理学,B+,北京师范大学,第四轮,2017
0702,物理学,B+,华东师范大学,第四轮,2017
0702,物理学,B+,华中师范大学,第四轮,2017
0702,物理学,B+,华南师范大学,第四轮,2017
0702,物理学,B+,厦门大学,第四轮,2017
0702,物理学,B+,同济大学,第四轮,2017
0702,物理学,B+,哈尔滨工业大学,第四轮,2017
0702,物理学,B+,国防科技大学,第四轮,2017
0702,物理学,B+,山东大学,第四轮,2017
0702,物理学,B+,山西大学,第四轮,2017
0702,物理学,B+,西安交通大学,第四轮,2017
0703,化学,A+,中国科学技术大学,第四轮,2017
0703,化学,A+,中国科学院大学,第四轮,2017
0703,化学,A+,北京大学,第四轮,2017
0703,化学,A+,清华大学,第四轮,2017
0703,化学,A,南开大学,第四轮,2017
0703,化学,A,厦门大学,第四轮,2017
0703,化学,A,吉林大学,第四轮,2017
0703,化学,A,复旦大学,第四轮,2017
0703,化学,A-,上海交通大学,第四轮,2017
0703,化学,A-,中山大学,第四轮,2017
0703,化学,A-,南京大学,第四轮,2017
0703,化学,A-,四川大学,第四轮,2017
0703,化学,A-,武汉大学,第四轮,2017
0703,化学,A-,浙江大学,第四轮,2017
0703,化学,A-,湖南大学,第四轮,2017
0703,化学,A-,福州大学,第四轮,2017
0703,化学,B+,东北师范大学,第四轮,2017
0703,化学,B+,兰州大学,第四轮,2017
0703,化学,B+,北京化工大学,第四轮,2017
0703,化学,B+,北京师范大学,第四轮,2017
0703,化学,B+,华东师范大学,第四轮,2017
0703,化学,B+,华东理工大学,第四轮,2017
0703,化学,B+,华中师范大学,第四轮,2017
0703,化学,B+,华中科技大学,第四轮,2017
0703,化学,B+,同济大学,第四轮,2017
0703,化学,B+,山东大学,第四轮,2017
0703,化学,B+,苏州大学,第四轮,2017
0703,化学,B+,西北大学,第四轮,2017
0703,化学,B+,西南大学,第四轮,2017
0703,化学,B+,郑州大学,第四轮,2017
0703,化学,B+,陕西师范大学,第四轮,2017
0704,天文学,A+,中国科学技术大学,第四轮,2017
0704,天文学,A+,中国科学院大学,第四轮,2017
0704,天文学,A+,南京大学,第四轮,2017
0705,地理学,A+,中国科学院大学,第四轮,2017
0705,地理学,A+,北京大学,第四轮,2017
0705,地理学,A+,北京师范大学,第四轮,2017
0705,地理学,A,华东师范大学,第四轮,2017
0705,地理学,A-,南京大学,第四轮,2017
0705,地理学,A-,南京师范大学,第四轮,2017
0705,地理学,A-,武汉大学,第四轮,2017
0705,地理学,B+,东北师范大学,第四轮,2017
0705,地理学,B+,中山大学,第四轮,2017
0705,地理学,B+,云南师范大学,第四轮,2017
0705,地理学,B+,兰州大学,第四轮,2017
0705,地理学,B+,河南大学,第四轮,2017
0705,地理学,B+,福建师范大学,第四轮,2017
0705,地理学,B+,首都师范大学,第四轮,2017
0706,大气科学,A+,中国科学院大学,第四轮,2017
0706,大气科学,A+,北京大学,第四轮,2017
0706,大气科学,A+,南京信息工程大学,第四轮,2017
0707,海洋科学,A+,中国海洋大学,第四轮,2017
0707,海洋科学,A+,中国科学院大学,第四轮,2017
0707,海洋科学,A+,厦门大学,第四轮,2017
0707,海洋科学,B+,中山大学,第四轮,2017
0707,海洋科学,B+,同济大学,第四轮,2017
0707,海洋科学,B+,国家海洋局第二海洋研究所,第四轮,2017
0708,地球物理学,A+,中国科学技术大学,第四轮,2017
0708,地球物理学,A+,中国科学院大学,第四轮,2017
0708,地球物理学,A+,武汉大学,第四轮,2017
0709,地质学,A+,中国地质大学,第四轮,2017
0709,地质学,A+,中国科学院大学,第四轮,2017
0709,地质学,A+,南京大学,第四轮,2017
0709,地质学,B+,北京大学,第四轮,2017
0709,地质学,B+,西北大学,第四轮,2017
0710,生物学,A+,上海交通大学,第四轮,2017
0710,生物学,A+,中国科学院大学,第四轮,2017
0710,生物学,A+,北京大学,第四轮,2017
0710,生物学,A+,清华大学,第四轮,2017
0710,生物学,A,中国农业大学,第四轮,2017
0710,生物学,A,中国科学技术大学,第四轮,2017
0710,生物学,A,华中农业大学,第四轮,2017
0710,生物学,A,南京大学,第四轮,2017
0710,生物学,A,武汉大学,第四轮,2017
0710,生物学,A-,东北师范大学,第四轮,2017
0710,生物学,A-,中国农业科学院,第四轮,2017
0710,生物学,A-,中山大学,第四轮,2017
0710,生物学,A-,华中科技大学,第四轮,2017
0710,生物学,A-,南开大学,第四轮,2017
0710,生物学,A-,厦门大学,第四轮,2017
0710,生物学,A-,四川大学,第四轮,2017
0710,生物学,A-,复旦大学,第四轮,2017
0710,生物学,A-,浙江大学,第四轮,2017
0710,生物学,B+,中南大学,第四轮,2017
0710,生物学,B+,中国海洋大学,第四轮,2017
0710,生物学,B+,云南大学,第四轮,2017
0710,生物学,B+,兰州大学,第四轮,2017
0710,生物学,B+,北京师范大学,第四轮,2017
0710,生物学,B+,华东师范大学,第四轮,2017
0710,生物学,B+,南京师范大学,第四轮,2017
0710,生物学,B+,吉林大学,第四轮,2017
0710,生物学,B+,同济大学,第四轮,2017
0710,生物学,B+,山东大学,第四轮,2017
0710,生物学,B+,暨南大学,第四轮,2017
0710,生物学,B+,空军军医大学（第四军医大学）,第四轮,2017
0710,生物学,B+,西北农林科技大学,第四轮,2017
0710,生物学,B+,陕西师范大学,第四轮,2017
0710,生物学,B+,首都医科大学,第四轮,2017
0710,生物学,B+,首都师范大学,第四轮,2017
0711,系统科学,A+,中国科学院大学,第四轮,2017
0711,系统科学,A+,北京交通大学,第四轮,2017
0711,系统科学,A+,国防科技大学,第四轮,2017
0712,科学技术史,A+,中国科学技术大学,第四轮,2017
0712,科学技术史,A+,北京科技大学,第四轮,2017
0712,科学技术史,B+,上海交通大学,第四轮,2017
0712,科学技术史,B+,中国科学院大学,第四轮,2017
0712,科学技术史,B+,内蒙古师范大学,第四轮,2017
0713,生态学,A+,中国科学院大学,第四轮,2017
0713,生态学,A+,中山大学,第四轮,2017
0713,生态学,A+,浙江大学,第四轮,2017
0713,生态学,A,东北师范大学,第四轮,2017
0713,生态学,A,兰州大学,第四轮,2017
0713,生态学,A,北京大学,第四轮,2017
0713,生态学,A-,云南大学,第四轮,2017
0713,生态学,A-,北京师范大学,第四轮,2017
0713,生态学,A-,华东师范大学,第四轮,2017
0713,生态学,A-,南京大学,第四轮,2017
0713,生态学,A-,复旦大学,第四轮,2017
0713,生态学,B+,上海交通大学,第四轮,2017
0713,生态学,B+,中国农业大学,第四轮,2017
0713,生态学,B+,中国农业科学院,第四轮,2017
0713,生态学,B+,中国科学技术大学,第四轮,2017
0713,生态学,B+,南开大学,第四轮,2017
0713,生态学,B+,厦门大学,第四轮,2017
0713,生态学,B+,四川大学,第四轮,2017
0713,生态学,B+,武汉大学,第四轮,2017
0713,生态学,B+,清华大学,第四轮,2017
0713,生态学,B+,福建农林大学,第四轮,2017
0713,生态学,B+,西北农林科技大学,第四轮,2017
0714,统计学,A+,中国人民大学,第四轮,2017
0714,统计学,A+,北京大学,第四轮,2017
0714,统计学,A,东北师范大学,第四轮,2017
0714,统计学,A,华东师范大学,第四轮,2017
0714,统计学,A,南开大学,第四轮,2017
0714,统计学,A,厦门大学,第四轮,2017
0714,统计学,A-,上海财经大学,第四轮,2017
0714,统计学,A-,东北财经大学,第四轮,2017
0714,统计学,A-,中国科学技术大学,第四轮,2017
0714,统计学,A-,中国科学院大学,第四轮,2017
0714,统计学,A-,北京师范大学,第四轮,2017
0714,统计学,A-,江西财经大学,第四轮,2017
0714,统计学,A-,浙江工商大学,第四轮,2017
0714,统计学,B+,中南大学,第四轮,2017
0714,统计学,B+,中南财经政法大学,第四轮,2017
0714,统计学,B+,中央财经大学,第四轮,2017
0714,统计学,B+,北京交通大学,第四轮,2017
0714,统计学,B+,北京工业大学,第四轮,2017
0714,统计学,B+,吉林大学,第四轮,2017
0714,统计学,B+,复旦大学,第四轮,2017
0714,统计学,B+,对外经济贸易大学,第四轮,2017
0714,统计学,B+,山东大学,第四轮,2017
0714,统计学,B+,清华大学,第四轮,2017
0714,统计学,B+,首都师范大学,第四轮,2017
0714,统计学,B+,首都经济贸易大学,第四轮,2017
0801,力学,A+,北京大学,第四轮,2017
0801,力学,A+,清华大学,第四轮,2017
0801,力学,A,哈尔滨工业大学,第四轮,2017
0801,力学,A,西安交通大学,第四轮,2017
0801,力学,A-,中国科学院大学,第四轮,2017
0801,力学,A-,北京航空航天大学,第四轮,2017
0801,力学,A-,南京航空航天大学,第四轮,2017
